21.06 18.07 13.81 22/370 27310
21.07 20.98 18.39 23/360 30013
3.60 7.41 13.32 5/327 18209
3.58 3.75 7.26 6/327 18597
3.76 3.68 4.99 5/328 18986
3.64 3.62 4.10 5/328 19365
10.39 6.06 4.66 10/378 19780
17.08 14.94 9.89 20/375 20006
15.62 16.37 14.08 18/374 20181
6.07 8.58 11.37 7/374 20342
2.04 3.01 6.35 3/373 20516
9.02 7.88 7.24 3/323 22333
21.48 19.58 13.98 23/361 23540
21.41 21.32 18.63 23/361 24984
21.30 21.36 20.38 23/360 27753
21.09 21.20 20.94 22/361 32262
10.09 13.09 17.47 22/355 14669
19.46 15.78 14.95 3/324 24650
2.77 4.08 9.10 5/328 1213
3.69 3.72 5.72 5/327 1589
3.79 3.68 4.42 5/326 1984
3.68 3.65 3.93 5/327 2344
3.44 3.48 3.67 5/344 2729
11.48 6.51 5.00 22/375 3085
14.77 15.23 12.10 19/373 3259
9.72 12.85 13.01 7/375 3421
8.80 8.16 9.29 3/321 4563
21.13 16.31 12.10 22/366 6183
21.43 21.17 17.91 22/362 7318
21.23 21.36 20.09 23/361 9446
21.16 21.26 20.86 22/360 13283
21.16 21.14 21.07 22/361 19746
7.18 8.80 13.24 3/323 31263
2.03 6.97 11.59 3/320 16079
7.87 7.99 8.93 12/334 17546
21.46 17.98 13.02 22/366 18972
21.37 21.29 18.27 22/360 20210
21.34 21.34 20.21 22/361 22469
21.20 21.20 20.86 22/362 26527
8.49 17.37 19.72 3/322 13471
7.94 9.06 12.95 3/323 10800
20.81 15.74 13.30 22/343 12439
9.59 9.27 10.94 3/324 13735
21.02 18.89 14.84 22/361 26737
1.00 4.46 10.15 2/288 5569
1.00 1.16 4.44 2/287 5683
1.00 1.00 2.28 2/289 5855
1.05 1.01 1.47 2/288 6050
1.00 1.00 1.15 2/288 6177
1.06 1.01 1.04 3/288 6292
1.00 1.00 1.00 2/287 6416
1.00 1.00 1.00 2/288 6531
1.00 1.00 1.00 3/288 6659
1.00 1.00 1.00 2/288 6774
1.00 1.00 1.00 2/287 6898
1.00 1.00 1.00 2/288 7013
1.00 1.00 1.00 4/288 7140
1.00 1.00 1.00 2/288 7255
1.00 1.00 1.00 3/287 7379
1.00 1.00 1.00 2/288 7494
1.00 1.00 1.00 2/288 7621
1.00 1.00 1.00 2/288 7736
5.35 4.92 3.15 7/325 7931
3.91 7.38 6.66 8/315 8153
3.75 3.90 4.85 6/314 8306
3.91 3.93 4.24 7/312 8437
2.00 2.26 3.11 3/295 9195
2.00 2.00 2.40 4/294 9323
2.00 2.00 2.13 3/294 9469
2.00 2.00 2.02 4/295 9601
2.00 2.00 2.00 4/294 9741
2.00 2.00 2.00 3/294 9871
2.18 2.05 2.01 3/294 10016
2.00 2.00 2.00 4/294 10149
2.03 2.01 2.00 3/295 10290
2.00 2.01 2.00 3/294 10418
2.05 2.02 2.00 4/293 10562
7.81 6.60 4.37 10/324 10759
1.01 3.48 4.97 2/288 10929
1.00 1.11 2.48 2/288 11044
1.00 1.00 1.53 2/288 11171
1.00 1.00 1.18 2/288 11285
1.00 1.00 1.05 2/287 11409
1.00 1.00 1.00 2/288 11524
1.02 1.01 1.00 2/288 11653
1.04 1.01 1.00 2/288 11767
1.01 1.01 1.00 2/287 11892
1.00 1.00 1.00 2/288 12007
1.00 1.00 1.00 2/287 12417
1.00 1.00 1.00 4/288 12577
1.00 1.00 1.00 2/287 12701
1.00 1.00 1.00 3/288 12816
1.00 1.00 1.00 2/288 12944
1.00 1.00 1.00 2/288 13058
1.00 1.00 1.00 3/287 13182
1.00 1.00 1.00 2/288 13326
1.00 1.00 1.00 2/288 13453
1.00 1.00 1.00 2/288 13567
1.02 1.01 1.00 2/287 13691
1.00 1.00 1.00 2/288 13806
1.00 1.00 1.00 2/288 13935
1.00 1.00 1.00 2/288 14049
1.00 1.00 1.00 5/287 14173
1.00 1.00 1.00 2/288 14288
1.00 1.00 1.00 2/287 14415
1.00 1.00 1.00 3/288 14530
1.00 1.00 1.00 2/288 14655
1.00 1.00 1.00 2/288 14770
1.00 1.00 1.00 2/287 14897
1.00 1.00 1.00 2/288 15013
1.00 1.00 1.00 3/287 15136
1.00 1.00 1.00 2/288 15251
1.00 1.00 1.00 2/287 15377
0.94 0.99 1.00 5/288 15492
1.00 1.00 1.00 2/287 15615
1.00 1.00 1.00 2/288 15729
1.00 1.00 1.00 2/288 15856
1.00 1.00 1.00 2/288 15970
1.00 1.00 1.00 3/287 16095
1.00 1.00 1.00 2/288 16210
1.00 1.00 1.00 2/288 16337
1.00 1.00 1.00 3/288 16451
1.00 1.00 1.00 2/287 16575
1.00 1.00 1.00 2/290 16695
1.00 1.00 1.00 2/288 16822
1.00 1.00 1.00 2/288 16937
1.02 1.01 1.00 3/288 17061
1.01 1.01 1.00 2/288 17175
1.00 1.00 1.00 2/289 17303
1.00 1.00 1.00 2/288 17417
1.00 1.00 1.00 2/287 17541
1.00 1.00 1.00 2/288 17656
1.00 1.00 1.00 2/288 17783
1.00 1.00 1.00 2/288 17898
1.00 1.00 1.00 2/287 18021
1.00 1.00 1.00 2/288 18136
1.02 1.01 1.00 2/288 18263
1.00 1.00 1.00 2/288 18377
1.00 1.00 1.00 2/287 18501
1.00 1.00 1.00 3/288 18616
1.00 1.00 1.00 2/288 18744
1.00 1.00 1.00 2/288 18858
1.00 1.00 1.00 2/288 18982
1.00 1.00 1.00 2/288 19096
1.00 1.00 1.00 3/288 19223
1.00 1.00 1.00 2/288 19337
1.00 1.00 1.00 2/287 19461
1.00 1.00 1.00 2/288 19576
1.00 1.00 1.00 2/288 19703
10.41 6.38 3.25 12/323 20002
10.51 10.18 7.68 12/324 20201
10.25 10.10 9.23 12/325 20364
7.38 9.05 9.38 8/313 20545
2.01 2.97 5.57 3/301 20689
3.41 6.09 6.50 3/299 21442
7.16 3.38 4.08 21/358 24530
